city,segment,sales,sales,sales,sales,sales,profit,profit,profit,profit,profit
Port Saint Lucie,Consumer,8.515,17.03,14.336,2.694,2,-0.6745000000000001,-1.3490000000000002,0.896,-2.245,2
Port Saint Lucie,Corporate,231.92,231.92,231.92,231.92,1,5.798,5.798,5.798,5.798,1
Portage,Consumer,16.28,16.28,16.28,16.28,1,6.512,6.512,6.512,6.512,1
Portland,Consumer,181.34372222222223,3264.187,572.8,1.08,18,-4.507505555555556,-81.13510000000001,80.4839,-251.9874,18
Portland,Corporate,94.52,378.08,230.28,11.176,4,17.358849999999997,69.43539999999999,34.294,0.8382,4
Portland,Home Office,204.80100000000002,409.60200000000003,403.92,5.682,2,10.7285,21.457,25.245,-3.788,2
Providence,Consumer,35.156666666666666,210.94,69.52,14.9,6,12.720866666666666,76.3252,18.7812,1.043,6
Providence,Corporate,266.49666666666667,1598.98,695.16,12.96,6,11.589766666666668,69.5386,50.8254,-28.224,6
Providence,Home Office,745.827894736842,14170.73,5399.91,8.4,19,282.0943736842105,5359.7931,2591.9568,3.8655,19
Provo,Consumer,912.75,912.75,912.75,912.75,1,118.6575,118.6575,118.6575,118.6575,1
Provo,Corporate,225.5105,1804.084,1292.94,10.776,8,32.1847375,257.4779,80.7912,3.5022,8
Provo,Home Office,44.4,44.4,44.4,44.4,1,12.432,12.432,12.432,12.432,1
Pueblo,Consumer,293.9933333333333,881.9799999999999,845.728,11.088,3,19.88853333333333,59.6656,84.5728,-16.776,3
Pueblo,Corporate,3.408,3.408,3.408,3.408,1,0.8946,0.8946,0.8946,0.8946,1
Pueblo,Home Office,200.38750000000002,801.5500000000001,703.71,11.976,4,-240.383025,-961.5321,0.8495,-938.28,4
Quincy,Consumer,56.19407692307693,730.523,244.615,1.964,13,13.9912,181.88559999999998,60.2553,-4.488,13
Quincy,Corporate,44.294,177.176,99.136,3.24,4,11.48925,45.957,30.98,-5.184,4
Quincy,Home Office,122.92,368.76,258.9,24.56,3,39.7494,119.2482,93.204,11.5432,3
Raleigh,Consumer,152.68519999999998,1526.8519999999999,863.928,4.608,10,13.936240000000002,139.3624,86.3928,-24.6624,10
Raleigh,Corporate,165.672,1325.376,942.784,2.892,8,20.801825,166.4146,94.2784,-10.0372,8
Raleigh,Home Office,413.82800000000003,1655.3120000000001,1127.976,18.624,4,41.70425,166.817,126.8973,4.1391,4
Rancho Cucamonga,Consumer,75.36399999999999,226.09199999999998,152.94,34.272,3,23.6982,71.0946,41.2938,11.1384,3
Rancho Cucamonga,Corporate,5.76,5.76,5.76,5.76,1,2.6496,2.6496,2.6496,2.6496,1
Rapid City,Corporate,76.32000000000001,152.64000000000001,141.96,10.68,2,22.3842,44.7684,39.7488,5.0196,2
Reading,Consumer,156.388,312.776,303.92,8.856,2,-13.7569,-27.5138,2.8782,-30.392,2
Reading,Corporate,186.97866666666667,560.936,521.96,15.008,3,-80.4168,-241.25039999999998,7.7896,-250.5408,3
Redding,Consumer,333.576,333.576,333.576,333.576,1,25.0182,25.0182,25.0182,25.0182,1
Redlands,Consumer,191.78273333333334,2876.741,1295.84,5.04,15,29.829600000000003,447.444,145.782,1.26,15
Redlands,Corporate,14.28,14.28,14.28,14.28,1,6.7116,6.7116,6.7116,6.7116,1
Redmond,Consumer,102.57974999999999,820.6379999999999,438.368,11.84,8,2.449699999999999,19.597599999999993,38.3572,-31.4874,8
Redmond,Corporate,132.6495,265.299,177.225,88.074,2,-89.6145,-179.229,-58.716,-120.513,2
Redmond,Home Office,12.32,12.32,12.32,12.32,1,5.9136,5.9136,5.9136,5.9136,1
Redondo Beach,Consumer,29.939999999999998,119.75999999999999,96.08,4.36,4,13.8979,55.5916,46.1184,1.7876,4
Redondo Beach,Corporate,460.01075000000003,1840.0430000000001,1075.088,18.088,4,30.209325,120.8373,94.0702,-18.147,4
Redwood City,Corporate,41.904,41.904,41.904,41.904,1,14.1426,14.1426,14.1426,14.1426,1
Reno,Corporate,81.704,163.408,159.768,3.64,2,27.77985,55.5597,53.9217,1.638,2
Reno,Home Office,240.327,480.654,475.944,4.71,2,29.7465,59.493,59.493,0.0,2
Renton,Consumer,414.2106666666666,1242.6319999999998,1039.992,51.84,3,61.8108,185.4324,103.9992,24.8832,3
Revere,Corporate,155.188,775.9399999999999,361.96,6.24,5,46.11308,230.56539999999998,125.469,2.6784,5
Revere,Home Office,28.660000000000004,57.32000000000001,37.88,19.44,2,14.1356,28.2712,18.94,9.3312,2
Richardson,Corporate,644.2320000000001,1288.4640000000002,1097.544,190.92,2,-12.24465,-24.4893,123.4737,-147.963,2
Richmond,Consumer,180.2678048780488,7390.9800000000005,1399.98,5.76,41,56.273407317073165,2307.2097,629.991,0.6056,41
Richmond,Corporate,214.61291666666668,5150.71,2104.55,5.46,24,72.4675125,1739.2203,694.5015,1.4742,24
Richmond,Home Office,223.84959999999998,5596.24,1879.96,2.52,25,60.832744000000005,1520.8186,545.1884,0.1008,25
Rio Rancho,Consumer,557.096,1114.192,883.84,230.352,2,59.7939,119.5878,99.432,20.1558,2
Riverside,Consumer,12.248,36.744,22.92,3.984,3,5.2908,15.8724,11.2308,1.3944,3
Riverside,Corporate,205.3908888888889,1848.518,1039.728,11.96,9,37.50635555555556,337.5572,160.623,3.8048,9
Riverside,Home Office,29.491999999999997,58.983999999999995,51.184,7.8,2,10.649999999999999,21.299999999999997,19.194,2.106,2
Rochester,Consumer,173.5042777777778,6246.154,1217.568,6.096,36,46.028369444444444,1657.0212999999999,456.588,-13.978,36
Rochester,Corporate,109.87785714285714,1538.29,756.8,6.16,14,2.257307142857144,31.602300000000014,75.68,-213.5574,14
Rochester,Home Office,63.361999999999995,190.08599999999998,142.04,14.67,3,18.265166666666666,54.7955,38.3508,6.0147,3
Rochester Hills,Consumer,132.52,132.52,132.52,132.52,1,54.3332,54.3332,54.3332,54.3332,1
Rock Hill,Consumer,11.85,11.85,11.85,11.85,1,3.792,3.792,3.792,3.792,1
Rockford,Consumer,446.02160000000003,2230.108,1439.968,1.728,5,-87.5924,-437.962,143.9968,-538.446,5
Rockford,Corporate,167.525,670.1,442.372,13.84,4,-168.63085,-674.5234,63.7536,-729.9138,4
Rockford,Home Office,133.01000000000002,266.02000000000004,254.604,11.416,2,-18.511200000000002,-37.022400000000005,-18.186,-18.8364,2
Rockville,Consumer,93.954,469.77,179.97,7.38,5,26.64294,133.2147,51.75,3.6162,5
Rogers,Consumer,40.41,40.41,40.41,40.41,1,18.5886,18.5886,18.5886,18.5886,1
Rome,Consumer,17.505000000000003,35.010000000000005,32.13,2.88,2,4.5801,9.1602,8.3538,0.8064,2
Rome,Corporate,90.882,90.882,90.882,90.882,1,15.147,15.147,15.147,15.147,1
Rome,Home Office,136.32000000000002,408.96000000000004,269.98,39.08,3,43.3022,129.9066,67.495,14.4596,3
Romeoville,Consumer,8.952,8.952,8.952,8.952,1,-14.7708,-14.7708,-14.7708,-14.7708,1
Roseville,Consumer,25.468153846153847,331.086,76.176,4.02,13,9.6388,125.3044,26.6616,0.1744,13
Roseville,Corporate,135.49249999999998,541.9699999999999,419.9,3.15,4,63.392050000000005,253.56820000000002,197.353,1.512,4
Roseville,Home Office,301.73,2715.57,795.51,2.48,9,97.16827777777777,874.5145,274.995,1.1656,9
Roswell,Consumer,164.04999999999998,1804.55,619.95,1.78,11,48.68463636363636,535.531,137.151,0.4984,11
Roswell,Corporate,803.506,4017.5299999999997,2690.97,6.48,5,330.74294000000003,1653.7147000000002,1264.7559,3.1104,5
Roswell,Home Office,415.12,830.24,723.92,106.32,2,119.09479999999999,238.18959999999998,188.2192,49.9704,2
Round Rock,Consumer,752.0154666666667,4512.0928,3930.072,2.304,6,-125.99688333333334,-755.9813,32.3982,-786.0144,6
Round Rock,Corporate,341.96,341.96,341.96,341.96,1,-427.45,-427.45,-427.45,-427.45,1
Royal Oak,Consumer,17.67,35.34,22.38,12.96,2,8.4816,16.9632,10.7424,6.2208,2
Sacramento,Consumer,54.234,162.702,120.712,14.03,3,-2.2561666666666667,-6.7685,7.2696,-18.1068,3
Sacramento,Corporate,884.7195,7077.756,5083.96,11.784,8,256.77389999999997,2054.1911999999998,1906.485,-7.996,8
Sacramento,Home Office,35.410000000000004,70.82000000000001,60.84,9.98,2,11.1316,22.2632,19.4688,2.7944,2
Saginaw,Consumer,75.22,376.1,131.98,15.92,5,13.77618,68.8809,35.6346,3.6796,5
Saginaw,Home Office,19.76,19.76,19.76,19.76,1,8.2992,8.2992,8.2992,8.2992,1
Saint Charles,Consumer,72.681,290.724,135.3,11.56,4,14.557599999999999,58.230399999999996,46.5432,-31.8612,4
Saint Charles,Corporate,10.56,10.56,10.56,10.56,1,4.752,4.752,4.752,4.752,1
Saint Charles,Home Office,271.6732,1358.366,637.44,8.736,5,49.7002,248.501,137.264,-33.6414,5
Saint Cloud,Corporate,443.94,1331.82,655.9,72.0,3,156.53799999999998,469.614,275.478,12.96,3
Saint Louis,Consumer,69.15,207.45000000000002,111.79,11.76,3,23.44516666666667,70.33550000000001,43.5981,5.7624,3
Saint Louis,Corporate,39.255,78.51,52.59,25.92,2,14.1093,28.2186,15.777,12.4416,2
Saint Paul,Corporate,96.41499999999999,192.82999999999998,114.95,77.88,2,12.4421,24.8842,22.5852,2.299,2
Saint Peters,Home Office,697.16,697.16,697.16,697.16,1,146.4036,146.4036,146.4036,146.4036,1
Saint Petersburg,Consumer,62.092,248.368,180.96,17.088,4,1.1037499999999998,4.414999999999999,13.572,-12.224,4
Saint Petersburg,Corporate,144.2424,1442.424,516.96,4.448,10,14.75673,147.5673,54.215,-13.3936,10
Salem,Consumer,84.88019230769231,2206.885,701.96,5.248,26,15.583673076923077,405.1755,168.4704,-20.1362,26
Salem,Corporate,114.97333333333331,344.91999999999996,263.96,9.328,3,12.8404,38.5212,19.797,0.8162,3
Salem,Home Office,81.13090909090909,892.4399999999999,377.45,2.224,11,-15.72751818181818,-173.00269999999998,118.3413,-264.215,11
Salinas,Corporate,82.94771428571428,580.634,427.42,5.16,7,36.4029,254.8203,196.6132,1.3416,7
Salinas,Home Office,148.257,148.257,148.257,148.257,1,15.6978,15.6978,15.6978,15.6978,1
Salt Lake City,Consumer,139.072,417.216,295.056,19.44,3,51.175000000000004,153.525,106.9578,9.3312,3
Salt Lake City,Home Office,77.112,385.56,166.44,41.72,5,35.14702,175.7351,79.8912,13.0375,5
San Angelo,Consumer,115.108,345.324,248.43,11.648,3,-16.61,-49.83,-1.2178,-30.8672,3
San Angelo,Corporate,305.312,305.312,305.312,305.312,1,-8.7232,-8.7232,-8.7232,-8.7232,1
San Antonio,Consumer,560.32875,17930.52,8159.952,1.272,32,-216.057490625,-6913.8397,51.4975,-3701.8928,32
San Antonio,Corporate,151.76291666666665,3642.31,797.944,3.552,24,-15.2791875,-366.70050000000003,117.432,-336.6272,24
San Antonio,Home Office,90.23266666666666,270.698,206.962,3.592,3,-6.169999999999999,-18.509999999999998,20.2986,-32.5226,3
San Bernardino,Consumer,108.5965,868.772,683.332,9.872,8,3.9121500000000005,31.297200000000004,19.6686,-40.196,8
San Bernardino,Home Office,110.528,110.528,110.528,110.528,1,38.6848,38.6848,38.6848,38.6848,1
San Clemente,Consumer,45.028999999999996,90.05799999999999,71.97,18.088,2,21.27095,42.5419,35.985,6.5569,2
San Diego,Consumer,288.17262745098037,29393.608,4476.8,3.08,102,42.07084117647059,4291.2258,636.0003,-31.9936,102
San Diego,Corporate,237.5243409090909,10451.071,1603.136,4.08,44,27.514604545454542,1210.6426,185.997,-99.6219,44
San Diego,Home Office,319.84791666666666,7676.35,2676.672,5.0,24,36.471983333333334,875.3276000000001,267.6672,-8.4294,24
San Francisco,Consumer,227.6734576923077,59195.099,8187.65,2.688,260,36.10235,9386.611,944.9865,-325.572,260
San Francisco,Corporate,282.3027848101266,44603.84,4912.59,2.992,158,38.827278481012655,6134.71,374.9925,-219.1644,158
San Francisco,Home Office,96.41470652173913,8870.153,1198.33,0.99,92,21.58765652173913,1986.0644,162.0,-13.5882,92
San Gabriel,Home Office,687.0033333333334,2061.01,1487.04,270.72,3,96.9651,290.8953,148.704,63.6825,3
San Jose,Consumer,177.78114814814816,4800.091,1432.0,1.44,27,33.56578148148148,906.2761,125.3,-6.049,27
San Jose,Corporate,96.0025,1152.03,276.784,14.52,12,22.342650000000003,268.1118,89.9548,-12.8784,12
San Jose,Home Office,39.702666666666666,119.108,76.14,13.848,3,13.89,41.67,26.649,5.193,3
San Luis Obispo,Consumer,3.62,3.62,3.62,3.62,1,1.1946,1.1946,1.1946,1.1946,1
San Marcos,Corporate,27.110999999999997,108.44399999999999,66.96,10.332,4,-4.835325,-19.3413,3.6288,-13.392,4
San Mateo,Consumer,75.18,75.18,75.18,75.18,1,35.3346,35.3346,35.3346,35.3346,1
Sandy Springs,Consumer,651.415,1302.83,1266.86,35.97,2,150.54485,301.0897,291.3778,9.7119,2
Sandy Springs,Corporate,78.00571428571428,546.04,302.94,5.95,7,24.888042857142857,174.2163,75.735,0.833,7
Sandy Springs,Home Office,29.632000000000005,148.16000000000003,89.9,12.72,5,9.05662,45.283100000000005,25.172,3.7128,5
Sanford,Home Office,112.77300000000001,225.54600000000002,220.704,4.842,2,-5.913600000000001,-11.827200000000001,-3.5508,-8.2764,2
Santa Ana,Consumer,312.6458,3126.458,1399.93,5.94,10,78.37789000000001,783.7789,601.9699,-84.8232,10
Santa Ana,Corporate,81.696,163.392,143.952,19.44,2,13.662600000000001,27.325200000000002,17.994,9.3312,2
Santa Ana,Home Office,38.23,76.46,56.3,20.16,2,12.8212,25.6424,15.764,9.8784,2
Santa Barbara,Consumer,356.79,356.79,356.79,356.79,1,99.9012,99.9012,99.9012,99.9012,1
Santa Barbara,Corporate,134.04866666666666,402.146,362.136,8.96,3,-11.675333333333333,-35.025999999999996,14.904,-54.3204,3
Santa Barbara,Home Office,882.5745,3530.298,3023.928,1.81,4,98.10265,392.4106,226.7946,0.6516,4
Santa Clara,Consumer,39.896,79.792,58.24,21.552,2,11.3646,22.7292,15.7248,7.0044,2
Santa Clara,Corporate,35.6,142.4,83.92,10.56,4,13.3181,53.2724,31.47,4.752,4
Santa Fe,Consumer,92.52,92.52,92.52,92.52,1,18.504,18.504,18.504,18.504,1
Santa Fe,Home Office,8.4,8.4,8.4,8.4,1,2.184,2.184,2.184,2.184,1
Santa Maria,Consumer,115.44,115.44,115.44,115.44,1,30.0144,30.0144,30.0144,30.0144,1
Scottsdale,Consumer,85.692375,685.539,271.992,4.401,8,-32.05488749999999,-256.43909999999994,36.693,-320.597,8
Scottsdale,Corporate,209.832,419.664,307.776,111.888,2,66.97319999999999,133.94639999999998,111.5688,22.3776,2
Scottsdale,Home Office,180.552,361.104,203.184,157.92,2,16.502399999999998,33.004799999999996,17.766,15.2388,2
Seattle,Consumer,269.48086757990865,59016.31,13999.96,1.344,219,74.83859680365298,16389.652700000002,6719.9808,-59.8356,219
Seattle,Corporate,304.1335294117647,36191.89,3393.68,3.592,119,72.71646218487395,8653.259,1480.4671,-22.1382,119
Seattle,Home Office,270.36157777777777,24332.542,2395.2,2.496,90,45.70205555555556,4113.185,742.632,-73.0548,90
Sheboygan,Home Office,19.935000000000002,79.74000000000001,37.59,1.98,4,8.585475,34.3419,17.6673,0.891,4
Shelton,Home Office,36.665,73.33,59.97,13.36,2,10.70265,21.4053,14.9925,6.4128,2
Sierra Vista,Consumer,14.368,14.368,14.368,14.368,1,3.9512,3.9512,3.9512,3.9512,1
Sierra Vista,Corporate,30.851999999999997,61.70399999999999,31.56,30.144,2,6.4384500000000005,12.876900000000001,9.8625,3.0144,2
Sioux Falls,Consumer,20.23,20.23,20.23,20.23,1,9.5081,9.5081,9.5081,9.5081,1
Sioux Falls,Corporate,139.64875,1117.19,416.32,2.97,8,41.740224999999995,333.92179999999996,132.5898,1.3068,8
Skokie,Consumer,76.0457142857143,532.32,266.352,12.176,7,-47.89928571428572,-335.295,24.9984,-292.9872,7
Skokie,Corporate,9.128,36.512,12.624,2.304,4,-2.89375,-11.575,4.4312,-16.38,4
Smyrna,Consumer,12.232400000000002,61.162000000000006,17.94,5.67,5,4.612439999999999,23.062199999999997,8.6016,0.1134,5
Smyrna,Corporate,140.3178333333333,841.9069999999999,643.136,6.129,6,2.9506166666666664,17.703699999999998,56.2744,-51.5154,6
Smyrna,Home Office,179.67846153846156,2335.82,484.83,9.45,13,60.45674615384615,785.9377,170.9316,0.189,13
South Bend,Consumer,206.38833333333332,1238.33,831.2,26.4,6,46.59186666666667,279.5512,124.68,9.7328,6
Southaven,Consumer,205.38,616.14,306.2,85.98,3,25.368399999999998,76.1052,53.7504,0.0,3
Southaven,Corporate,209.8125,839.25,299.97,42.68,4,84.19624999999999,336.78499999999997,125.9874,19.6328,4
Sparks,Consumer,79.36,79.36,79.36,79.36,1,23.808,23.808,23.808,23.808,1
Sparks,Corporate,2396.4,2396.4,2396.4,2396.4,1,179.73,179.73,179.73,179.73,1
Sparks,Home Office,86.2,86.2,86.2,86.2,1,24.998,24.998,24.998,24.998,1
Spokane,Consumer,111.58666666666666,334.76,239.94,23.84,3,17.8048,53.4144,26.3934,6.4368,3
Spokane,Corporate,518.966,1556.898,837.6,149.73,3,37.7871,113.3613,62.82,7.1196,3
Spokane,Home Office,136.26,136.26,136.26,136.26,1,5.4504,5.4504,5.4504,5.4504,1
Springdale,Home Office,4.3,4.3,4.3,4.3,1,1.419,1.419,1.419,1.419,1
Springfield,Consumer,138.61271212121213,9148.439,1056.86,2.313,66,2.6733181818181824,176.43900000000005,215.1198,-384.7164,66
Springfield,Corporate,474.894935483871,29443.486,4899.93,2.89,62,94.63807903225808,5867.5609,2302.9671,-935.9595,62
Springfield,Home Office,127.49762857142858,4462.417,838.38,3.424,35,4.4770714285714295,156.69750000000002,226.3626,-304.6653,35
Sterling Heights,Consumer,11.68,11.68,11.68,11.68,1,3.504,3.504,3.504,3.504,1
Sterling Heights,Home Office,49.18,98.36,79.36,19.0,2,14.7818,29.5636,20.6336,8.93,2
Stockton,Consumer,81.01,324.04,159.88,12.96,4,33.2979,133.1916,73.5448,6.2208,4
Stockton,Corporate,273.92,273.92,273.92,273.92,1,99.296,99.296,99.296,99.296,1
Stockton,Home Office,629.64,629.64,629.64,629.64,1,107.0388,107.0388,107.0388,107.0388,1
Suffolk,Consumer,196.62,196.62,196.62,196.62,1,96.3438,96.3438,96.3438,96.3438,1
Suffolk,Corporate,248.494,1242.47,872.94,12.96,5,46.024559999999994,230.12279999999998,157.1292,2.9346,5
Suffolk,Home Office,39.7025,158.81,109.8,4.13,4,15.8364,63.3456,46.116,1.8998,4
Summerville,Corporate,203.46999999999997,406.93999999999994,327.84,79.1,2,98.45660000000001,196.91320000000002,157.3632,39.55,2
Sunnyvale,Corporate,106.03500000000001,636.21,215.976,5.984,6,17.917883333333332,107.5073,45.588,-2.6997,6
Superior,Home Office,144.41444444444446,1299.73,629.1,5.56,9,57.12024444444445,514.0822000000001,301.968,1.4456,9
Tallahassee,Consumer,669.6148888888888,6026.534,4367.896,2.784,9,44.95466666666667,404.592,327.5922,-27.828,9
Tallahassee,Corporate,104.28620000000001,521.431,390.272,5.607,5,2.4555399999999996,12.277699999999998,20.5842,-24.392,5
Tallahassee,Home Office,234.23466666666664,702.704,431.976,93.248,3,-8.0527,-24.158099999999997,31.4712,-75.5958,3
Tamarac,Corporate,470.022,1410.066,961.48,194.528,3,-116.45683333333334,-349.3705,24.316,-204.3145,3
Tamarac,Home Office,3.444,3.444,3.444,3.444,1,-2.5256,-2.5256,-2.5256,-2.5256,1
Tampa,Consumer,116.92885000000001,2338.577,1125.488,1.344,20,6.924249999999999,138.48499999999999,98.4802,-31.6712,20
Tampa,Corporate,86.41642857142858,604.9150000000001,265.475,2.896,7,-10.230928571428572,-71.6165,14.2992,-111.4995,7
Tampa,Home Office,250.2876111111111,2252.5885,620.6145,3.762,9,-43.567233333333334,-392.1051,32.4342,-248.2458,9
Taylor,Consumer,301.96,301.96,301.96,301.96,1,33.2156,33.2156,33.2156,33.2156,1
Taylor,Corporate,25.869999999999997,51.739999999999995,41.9,9.84,2,5.8263,11.6526,8.799,2.8536,2
Temecula,Consumer,202.16649999999998,808.6659999999999,494.376,29.2,4,25.471725,101.8869,49.4376,9.855,4
Tempe,Consumer,82.6015,330.406,307.92,3.366,4,-8.33925,-33.357,2.7222,-34.641,4
Tempe,Corporate,82.21066666666667,739.896,318.4,4.672,9,14.311844444444445,128.8066,107.46,-10.9116,9
Texarkana,Corporate,605.34,605.34,605.34,605.34,1,145.2816,145.2816,145.2816,145.2816,1
Texarkana,Home Office,48.9,48.9,48.9,48.9,1,18.093,18.093,18.093,18.093,1
Texas City,Consumer,263.6573333333333,790.972,489.23,102.438,3,6.740599999999998,20.221799999999995,41.934,-13.1706,3
The Colony,Consumer,47.38666666666668,142.16000000000003,67.176,15.232,3,10.552866666666667,31.6586,19.4194,5.5216,3
Thomasville,Consumer,50.43066666666667,151.292,95.952,3.204,3,11.131300000000001,33.3939,29.985,-2.4564,3
Thornton,Consumer,76.5248,765.248,447.944,10.32,10,14.08398,140.8398,89.5888,0.9576,10
Thousand Oaks,Consumer,15.984,15.984,15.984,15.984,1,1.1988,1.1988,1.1988,1.1988,1
Thousand Oaks,Corporate,63.35666666666666,190.07,152.65,14.7,3,27.883399999999998,83.6502,70.219,4.116,3
Thousand Oaks,Home Office,32.75,32.75,32.75,32.75,1,15.065,15.065,15.065,15.065,1
Tigard,Consumer,374.3226666666667,1122.968,669.08,15.552,3,-83.16466666666668,-249.49400000000003,5.4432,-167.27,3
Tigard,Corporate,32.535000000000004,65.07000000000001,60.048,5.022,2,9.5013,19.0026,22.518,-3.5154,2
Tigard,Home Office,68.58133333333333,205.744,156.792,13.592,3,4.7351,14.2053,17.6391,-3.094,3
Tinley Park,Corporate,22.288,22.288,22.288,22.288,1,-8.9152,-8.9152,-8.9152,-8.9152,1
Toledo,Consumer,190.72021428571426,2670.0829999999996,1502.376,1.641,14,-14.016699999999998,-196.23379999999997,94.4937,-250.396,14
Toledo,Corporate,71.47240000000001,1072.086,243.88,1.448,15,-14.170973333333334,-212.5646,27.4365,-116.844,15
Toledo,Home Office,241.29466666666667,723.884,663.936,22.428,3,22.93386666666667,68.80160000000001,82.992,-17.9424,3
Torrance,Corporate,783.067,3132.268,1640.7,6.096,4,136.28775000000002,545.1510000000001,459.396,2.2098,4
Trenton,Consumer,87.74142857142859,614.19,191.98,2.88,7,28.0262,196.1834,56.7864,1.4112,7
Trenton,Corporate,41.28,41.28,41.28,41.28,1,19.8144,19.8144,19.8144,19.8144,1
Trenton,Home Office,221.945,1109.725,549.99,38.34,5,87.2204,436.102,274.995,17.253,5
Troy,Consumer,148.42923076923077,1929.5800000000002,1022.97,1.68,13,-7.698038461538461,-100.0745,52.14,-255.7425,13
Troy,Corporate,156.044,780.22,482.94,9.912,5,-52.4095,-262.0475,121.4416,-376.6932,5
Troy,Home Office,163.3900909090909,1797.291,899.43,5.715,11,-16.54816363636364,-182.02980000000002,37.7874,-106.393,11
Tucson,Consumer,176.38588235294117,2998.56,1023.936,4.272,17,19.092388235294116,324.57059999999996,179.1888,-58.6872,17
Tucson,Corporate,246.19983333333332,2954.3979999999997,899.136,5.214,12,-31.00005,-372.0006,89.307,-218.8656,12
Tucson,Home Office,120.01933333333334,360.058,259.136,4.938,3,-5.8456,-17.5368,11.998,-25.9136,3
Tulsa,Consumer,301.44153846153847,3918.74,1805.88,10.8,13,88.0519,1144.6747,523.7052,5.184,13
Tulsa,Corporate,161.238,806.19,368.97,12.39,5,20.29578,101.47890000000001,81.1734,0.6993,5
Tulsa,Home Office,104.005,832.04,429.9,19.86,8,32.597675,260.7814,111.774,5.7594,8
Tuscaloosa,Home Office,87.85000000000001,175.70000000000002,141.96,33.74,2,25.505200000000002,51.010400000000004,35.49,15.5204,2
Twin Falls,Corporate,574.403,1148.806,1128.39,20.416,2,133.08245,266.1649,259.5297,6.6352,2
Tyler,Consumer,69.44120000000001,347.206,182.994,2.688,5,-88.74172,-443.7086,4.5201,-320.2395,5
Urbandale,Consumer,49.70666666666667,149.12,75.96,27.24,3,19.239333333333335,57.718,22.788,13.3476,3
Utica,Consumer,87.7942857142857,614.56,279.96,11.52,7,24.855257142857145,173.98680000000002,78.3888,4.6806,7
Utica,Corporate,40.48,40.48,40.48,40.48,1,14.5728,14.5728,14.5728,14.5728,1
Vacaville,Consumer,423.28,423.28,423.28,423.28,1,110.0528,110.0528,110.0528,110.0528,1
Vallejo,Consumer,39.1965,156.786,95.648,14.45,4,14.557675,58.2307,31.0856,5.5536,4
Vallejo,Home Office,532.312,1064.624,1049.2,15.424,2,138.9024,277.8048,272.792,5.0128,2
Vancouver,Corporate,160.704,642.816,316.0,9.64,4,16.00235,64.0094,31.6,3.6632,4
Vancouver,Home Office,44.02,44.02,44.02,44.02,1,11.4452,11.4452,11.4452,11.4452,1
Vineland,Consumer,79.4832,397.416,244.006,6.16,5,5.2781199999999995,26.3906,34.96,-31.3722,5
Vineland,Corporate,83.51666666666667,250.54999999999998,212.94,11.12,3,11.953733333333334,35.861200000000004,25.5528,2.8912,3
Virginia Beach,Consumer,256.47375,2051.79,756.8,34.2,8,56.3119875,450.4959,113.211,9.234,8
Virginia Beach,Corporate,880.635,3522.54,2715.93,10.96,4,374.668675,1498.6747,1276.4871,2.9592,4
Virginia Beach,Home Office,44.45,177.8,111.15,3.76,4,18.928275,75.7131,48.906,1.316,4
Visalia,Consumer,103.62,310.86,261.74,14.88,3,28.18766666666667,84.563,65.435,3.72,3
Visalia,Corporate,7.92,7.92,7.92,7.92,1,3.4848,3.4848,3.4848,3.4848,1
Waco,Consumer,121.11024,605.5512,328.3992,2.072,5,-103.83164,-519.1582,2.3968,-426.986,5
Waco,Corporate,0.556,0.556,0.556,0.556,1,-0.9452,-0.9452,-0.9452,-0.9452,1
Warner Robins,Consumer,41.86,41.86,41.86,41.86,1,10.465,10.465,10.465,10.465,1
Warner Robins,Corporate,392.94,392.94,392.94,392.94,1,43.2234,43.2234,43.2234,43.2234,1
Warwick,Corporate,485.36800000000005,2426.84,1999.96,12.96,5,212.75912,1063.7956,899.982,6.2208,5
Washington,Consumer,393.3342857142857,2753.34,1379.92,9.64,7,144.47092857142857,1011.2964999999999,648.5624,4.4344,7
Washington,Home Office,37.22666666666667,111.68,40.08,33.92,3,16.0976,48.2928,19.2384,13.2288,3
Waterbury,Consumer,64.1375,256.55,173.24,3.52,4,11.028875000000001,44.115500000000004,18.8993,1.0208,4
Waterbury,Corporate,194.92333333333337,584.7700000000001,566.97,7.96,3,53.22556666666666,159.67669999999998,153.0819,2.8536,3
Waterbury,Home Office,121.185,484.74,286.15,38.62,4,33.785825,135.1433,71.5375,10.7964,4
Waterloo,Consumer,30.32,30.32,30.32,30.32,1,11.8248,11.8248,11.8248,11.8248,1
Watertown,Consumer,197.2775,789.11,679.96,18.54,4,60.901375,243.6055,220.987,4.9497,4
Watertown,Corporate,612.8484000000001,3064.242,1573.488,35.91,5,126.29213999999999,631.4607,302.373,9.6957,5
Watertown,Home Office,191.646,191.646,191.646,191.646,1,31.941,31.941,31.941,31.941,1
Waukesha,Consumer,54.5,54.5,54.5,54.5,1,14.17,14.17,14.17,14.17,1
Wausau,Consumer,79.37,317.48,245.88,12.39,4,22.60765,90.4306,68.8464,5.8233,4
Waynesboro,Consumer,389.22428571428566,2724.5699999999997,1196.86,9.14,7,70.98208571428572,496.8746,148.1064,4.57,7
Waynesboro,Home Office,111.39999999999999,334.2,160.32,46.0,3,35.50373333333334,106.5112,44.8896,20.7,3
West Allis,Corporate,125.24000000000001,250.48000000000002,241.96,8.52,2,14.185400000000001,28.370800000000003,24.196,4.1748,2
